"name","CountryCode","id","lat","lon","1961 cotton_total","1962 cotton_total","1963 cotton_total","1964 cotton_total","1965 cotton_total","1966 cotton_total","1967 cotton_total","1968 cotton_total","1969 cotton_total","1970 cotton_total","1971 cotton_total","1972 cotton_total","1973 cotton_total","1974 cotton_total","1975 cotton_total","1976 cotton_total","1977 cotton_total","1978 cotton_total","1979 cotton_total","1980 cotton_total","1981 cotton_total","1982 cotton_total","1983 cotton_total","1984 cotton_total","1985 cotton_total","1986 cotton_total","1987 cotton_total","1988 cotton_total","1989 cotton_total","1990 cotton_total","1991 cotton_total","1992 cotton_total","1993 cotton_total","1994 cotton_total","1995 cotton_total","1996 cotton_total","1997 cotton_total","1998 cotton_total","1999 cotton_total","2000 cotton_total","2001 cotton_total","2002 cotton_total","2003 cotton_total","2004 cotton_total","2005 cotton_total","2006 cotton_total","2007 cotton_total","2008 cotton_total","2009 cotton_total","2010 cotton_total","2011 cotton_total","2012 cotton_total",,,"1961 cotton_pc","1962 cotton_pc","1963 cotton_pc","1964 cotton_pc","1965 cotton_pc","1966 cotton_pc","1967 cotton_pc","1968 cotton_pc","1969 cotton_pc","1970 cotton_pc","1971 cotton_pc","1972 cotton_pc","1973 cotton_pc","1974 cotton_pc","1975 cotton_pc","1976 cotton_pc","1977 cotton_pc","1978 cotton_pc","1979 cotton_pc","1980 cotton_pc","1981 cotton_pc","1982 cotton_pc","1983 cotton_pc","1984 cotton_pc","1985 cotton_pc","1986 cotton_pc","1987 cotton_pc","1988 cotton_pc","1989 cotton_pc","1990 cotton_pc","1991 cotton_pc","1992 cotton_pc","1993 cotton_pc","1994 cotton_pc","1995 cotton_pc","1996 cotton_pc","1997 cotton_pc","1998 cotton_pc","1999 cotton_pc","2000 cotton_pc","2001 cotton_pc","2002 cotton_pc","2003 cotton_pc","2004 cotton_pc","2005 cotton_pc","2006 cotton_pc","2007 cotton_pc","2008 cotton_pc","2009 cotton_pc","2010 cotton_pc","2011 cotton_pc","2012 cotton_pc",,,"1961 green_total","1962 green_total","1963 green_total","1964 green_total","1965 green_total","1966 green_total","1967 green_total","1968 green_total","1969 green_total","1970 green_total","1971 green_total","1972 green_total","1973 green_total","1974 green_total","1975 green_total","1976 green_total","1977 green_total","1978 green_total","1979 green_total","1980 green_total","1981 green_total","1982 green_total","1983 green_total","1984 green_total","1985 green_total","1986 green_total","1987 green_total","1988 green_total","1989 green_total","1990 green_total","1991 green_total","1992 green_total","1993 green_total","1994 green_total","1995 green_total","1996 green_total","1997 green_total","1998 green_total","1999 green_total","2000 green_total","2001 green_total","2002 green_total","2003 green_total","2004 green_total","2005 green_total","2006 green_total","2007 green_total","2008 green_total","2009 green_total","2010 green_total","2011 green_total","2012 green_total",,,,"1961 blue_total","1962 blue_total","1963 blue_total","1964 blue_total","1965 blue_total","1966 blue_total","1967 blue_total","1968 blue_total","1969 blue_total","1970 blue_total","1971 blue_total","1972 blue_total","1973 blue_total","1974 blue_total","1975 blue_total","1976 blue_total","1977 blue_total","1978 blue_total","1979 blue_total","1980 blue_total","1981 blue_total","1982 blue_total","1983 blue_total","1984 blue_total","1985 blue_total","1986 blue_total","1987 blue_total","1988 blue_total","1989 blue_total","1990 blue_total","1991 blue_total","1992 blue_total","1993 blue_total","1994 blue_total","1995 blue_total","1996 blue_total","1997 blue_total","1998 blue_total","1999 blue_total","2000 blue_total","2001 blue_total","2002 blue_total","2003 blue_total","2004 blue_total","2005 blue_total","2006 blue_total","2007 blue_total","2008 blue_total","2009 blue_total","2010 blue_total","2011 blue_total","2012 blue_total",,,,"1961 green_pc","1962 green_pc","1963 green_pc","1964 green_pc","1965 green_pc","1966 green_pc","1967 green_pc","1968 green_pc","1969 green_pc","1970 green_pc","1971 green_pc","1972 green_pc","1973 green_pc","1974 green_pc","1975 green_pc","1976 green_pc","1977 green_pc","1978 green_pc","1979 green_pc","1980 green_pc","1981 green_pc","1982 green_pc","1983 green_pc","1984 green_pc","1985 green_pc","1986 green_pc","1987 green_pc","1988 green_pc","1989 green_pc","1990 green_pc","1991 green_pc","1992 green_pc","1993 green_pc","1994 green_pc","1995 green_pc","1996 green_pc","1997 green_pc","1998 green_pc","1999 green_pc","2000 green_pc","2001 green_pc","2002 green_pc","2003 green_pc","2004 green_pc","2005 green_pc","2006 green_pc","2007 green_pc","2008 green_pc","2009 green_pc","2010 green_pc","2011 green_pc","2012 green_pc",,,,"1961 blue_pc","1962 blue_pc","1963 blue_pc","1964 blue_pc","1965 blue_pc","1966 blue_pc","1967 blue_pc","1968 blue_pc","1969 blue_pc","1970 blue_pc","1971 blue_pc","1972 blue_pc","1973 blue_pc","1974 blue_pc","1975 blue_pc","1976 blue_pc","1977 blue_pc","1978 blue_pc","1979 blue_pc","1980 blue_pc","1981 blue_pc","1982 blue_pc","1983 blue_pc","1984 blue_pc","1985 blue_pc","1986 blue_pc","1987 blue_pc","1988 blue_pc","1989 blue_pc","1990 blue_pc","1991 blue_pc","1992 blue_pc","1993 blue_pc","1994 blue_pc","1995 blue_pc","1996 blue_pc","1997 blue_pc","1998 blue_pc","1999 blue_pc","2000 blue_pc","2001 blue_pc","2002 blue_pc","2003 blue_pc","2004 blue_pc","2005 blue_pc","2006 blue_pc","2007 blue_pc","2008 blue_pc","2009 blue_pc","2010 blue_pc","2011 blue_pc","2012 blue_pc",,,,"1961 water_pc","1962 water_pc","1963 water_pc","1964 water_pc","1965 water_pc","1966 water_pc","1967 water_pc","1968 water_pc","1969 water_pc","1970 water_pc","1971 water_pc","1972 water_pc","1973 water_pc","1974 water_pc","1975 water_pc","1976 water_pc","1977 water_pc","1978 water_pc","1979 water_pc","1980 water_pc","1981 water_pc","1982 water_pc","1983 water_pc","1984 water_pc","1985 water_pc","1986 water_pc","1987 water_pc","1988 water_pc","1989 water_pc","1990 water_pc","1991 water_pc","1992 water_pc","1993 water_pc","1994 water_pc","1995 water_pc","1996 water_pc","1997 water_pc","1998 water_pc","1999 water_pc","2000 water_pc","2001 water_pc","2002 water_pc","2003 water_pc","2004 water_pc","2005 water_pc","2006 water_pc","2007 water_pc","2008 water_pc","2009 water_pc","2010 water_pc","2011 water_pc","2012 water_pc"
"Kuwait",118,414,29.3375,47.6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.35,59.35,,,,,34.01,,,,,22.99,,,,,16.96,,,,,13.21,,,,,10.33,,,,,10.4,,,,,11.91,,,,,9662,,,,,8.17,,,,,6916
"Kyrgyzstan",113,417,41,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,43000,49395,62756,65274,61789,67742,76525,83685,96600,98166,105000,120000,117000,116300,93000,94200,48700,73200,94240,83900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.724,9.541,10.873,13.666,14.01,13.038,14.043,15.621,16.889,19.366,19.621,20.962,23.909,23.205,22.885,18.115,18.126,9.25,13.723,17.442,15.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34047.469,31203.227,38849.882,43674.705,49726.461,54505.161,52623.59,57660.242,65948.946,74841.857,79390.308,81183.275,92780.886,90461.364,89971.223,70372.744,72832.995,37602.495,56596.34,75969.673,64920.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51811.45,47483.249,59119.483,66461.616,75670.825,82942.772,80079.508,87743.99,100357.256,113889.969,120811.536,123539.968,141188.535,137658.822,136912.955,107089.133,110833,57221.281,86125.007,115606.213,98792.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.607,6.923,8.552,9.511,10.673,11.501,10.909,11.77,13.31,15.004,15.869,16.207,18.486,17.942,17.704,13.707,14.014,7.142,10.61,14.061,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.575,10.535,13.013,14.473,16.242,17.502,16.6,17.911,20.254,22.833,24.148,24.664,28.131,27.302,26.941,20.859,21.326,10.868,16.146,21.397,18.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.4,2110.8,3166.2,4221.6,5277,5218.4,5159.8,5101.2,5042.6,4984,4931.4,4878.8,4826.2,4773.6,4721,4696,4671,4646,4621,4596,4544,4492,4440,4388,4336
"Lao People s Democratic Republic",120,418,18,105,4500,4500,4500,4500,5400,5550,5400,7500,8100,9000,9960,6600,5700,6300,5400,6822,7275,3705,7530,14700,15129,15450,14904,15300,8713,7800,12000,12900,13324,14778,14247,15909,17852,17739,26418,20334,21000,22500,12780,13800,10145,8833,5423,6602,6000,7070,8105,6735,6880,4945,5540,5705,,,2.075,2.027,1.981,1.935,2.268,2.277,2.165,2.937,3.095,3.352,3.61,2.326,1.955,2.11,1.772,2.205,2.324,1.171,2.352,4.522,4.562,4.553,4.28,4.277,2.369,2.062,3.084,3.221,3.232,3.481,3.26,3.537,3.859,3.734,5.424,4.077,4.12,4.326,2.412,2.561,1.855,1.593,0.965,1.158,1.036,1.199,1.348,1.097,1.098,0.773,0.85,0.858,,,7240.732,7240.732,7240.732,7240.732,8688.879,8930.236,8688.879,12067.887,13033.318,14481.464,16026.154,10619.741,9171.594,10137.025,8688.879,10976.95,11705.85,5961.536,12116.159,23653.059,24343.342,24859.847,23981.305,24618.49,14018.604,12550.603,19308.619,20756.766,21447.508,23784.943,22924.158,25598.402,28713.096,28542.967,42514.304,32788.617,33790.084,36203.661,20563.68,22204.912,16321.702,14211.69,8726.95,10620.833,9654.31,11418.517,13051.994,10805.071,11027.753,7946.13,8892.885,9190.27,,,,494.202,494.202,494.202,494.202,593.042,609.516,593.042,823.67,889.564,988.404,1093.834,724.83,625.989,691.883,593.042,749.21,798.96,406.893,826.965,1614.393,1661.507,1696.76,1636.797,1680.287,956.812,856.617,1317.872,1416.712,1463.858,1623.395,1564.643,1747.169,1959.756,1948.144,2901.73,2237.923,2306.276,2471.01,1403.534,1515.553,1114.006,969.991,595.641,724.904,658.936,779.348,890.838,737.479,752.678,542.347,606.966,627.264,,,,3.338,3.262,3.187,3.114,3.649,3.664,3.484,4.725,4.98,5.393,5.809,3.743,3.146,3.395,2.852,3.548,3.74,1.885,3.785,7.276,7.341,7.327,6.887,6.882,3.811,3.319,4.962,5.183,5.202,5.603,5.246,5.691,6.207,6.008,8.728,6.575,6.629,6.961,3.881,4.121,2.984,2.563,1.553,1.864,1.667,1.937,2.171,1.76,1.759,1.242,1.364,1.383,,,,0.228,0.223,0.218,0.213,0.249,0.25,0.238,0.323,0.34,0.368,0.396,0.255,0.215,0.232,0.195,0.242,0.255,0.129,0.258,0.497,0.501,0.5,0.47,0.47,0.26,0.226,0.339,0.354,0.355,0.382,0.358,0.388,0.424,0.41,0.596,0.449,0.452,0.475,0.265,0.281,0.204,0.175,0.106,0.127,0.114,0.132,0.148,0.12,0.12,0.085,0.093,0.094,,,,149552,149552,146279,143006,139733,136460,133187,130043.8,126900.6,123757.4,120614.2,117471,115348.2,113225.4,111102.6,108979.8,106857,105266.2,103675.4,102084.6,100493.8,98903,96429,93955,91481,89007,86533,84265.8,81998.6,79731.4,77464.2,75197,73452.4,71707.8,69963.2,68218.6,66474,65313,64152,62991,61830,60669,59781.2,58893.4,58005.6,57117.8,56230,55448.4,54666.8,53885.2,53103.6,52322
"Latvia",119,428,57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713.4,5426.8,8140.2,10853.6,13567,13760.6,13954.2,14147.8,14341.4,14535,14645,14755,14865,14975,15085,15175,15265,15355,15445,15535,15600.2,15665.4,15730.6,15795.8,15861
"Lebanon",121,422,33.8333,35.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220,2220,2166.4,2112.8,2059.2,2005.6,1952,1908.2,1864.4,1820.6,1776.8,1733,1708.6,1684.2,1659.8,1635.4,1611,1607.2,1603.4,1599.6,1595.8,1592,1585.8,1579.6,1573.4,1567.2,1561,1536.4,1511.8,1487.2,1462.6,1438,1400.8,1363.6,1326.4,1289.2,1252,1234.4,1216.8,1199.2,1181.6,1164,1149,1134,1119,1104,1089,1081,1073,1065,1057,1049
"Lesotho",122,426,-29.5,41787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426,3426,3362.6,3299.2,3235.8,3172.4,3109,3049,2989,2929,2869,2809,2747.2,2685.4,2623.6,2561.8,2500,2437.4,2374.8,2312.2,2249.6,2187,2139.6,2092.2,2044.8,1997.4,1950,1915.8,1881.6,1847.4,1813.2,1779,1747.2,1715.4,1683.6,1651.8,1620,1596.6,1573.2,1549.8,1526.4,1503,1489.4,1475.8,1462.2,1448.6,1435,1420.6,1406.2,1391.8,1377.4,1363
"Liberia",123,430,6.428055,-9.429499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198121,198121,193410.2,188699.4,183988.6,179277.8,174567,170139.8,165712.6,161285.4,156858.2,152431,148368.4,144305.8,140243.2,136180.6,132118,128229.6,124341.2,120452.8,116564.4,112676,111107.8,109539.6,107971.4,106403.2,104835,106458,108081,109704,111327,112950,110012.6,107075.2,104137.8,101200.4,98263,94097.8,89932.6,85767.4,81602.2,77437,75294.4,73151.8,71009.2,68866.6,66724,64309.8,61895.6,59481.4,57067.2,54653
"Libya",124,434,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4,482.4,465.5,448.6,431.8,414.9,398,382.9,367.8,352.8,337.7,322.6,310.3,298,285.6,273.3,261,250.2,239.4,228.6,217.8,207,200,192.9,185.9,178.8,171.8,168.5,165.2,161.8,158.5,155.2,152.4,149.7,146.9,144.2,141.4,138.9,136.4,133.8,131.3,128.8,126.3,123.8,121.2,118.7,116.2,114.6,113,111.4,109.8,108.2
"Liechtenstein",125,438,47.1667,1254123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lithuania",126,440,56,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.6,2699.2,4048.8,5398.4,6748,6790.6,6833.2,6875.8,6918.4,6961,7007.2,7053.4,7099.6,7145.8,7192,7227.4,7262.8,7298.2,7333.6,7369,7408,7447,7486,7525,7564
"Luxembourg",256,442,49.75,-84948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9657,9657,9578,9499,9420,9341,9262,9197.4,9132.8,9068.2,9003.6,8939,8860.6,8782.2,8703.8,8625.4,8547,8538.6,8530.2,8521.8,8513.4,8505,8475.2,8445.4,8415.6,8385.8,8356,8268.4,8180.8,8093.2,8005.6,7918,7809.6,7701.2,7592.8,7484.4,7376,7300.4,7224.8,7149.2,7073.6,6998,6901,6804,6707,6610,6513,6395.8,6278.6,6161.4,6044.2,5927
"Madagascar",129,450,-20,47,2300,2460,3900,4653,5856,6024,9196,11841,17181,19390,20949,22103,30628,33290,30727,34729,37073,33087,30485,23210,27982,25005,25853,33980,41876,49000,26616,31896,40779,31804,26250,20114,26711,26900,24000,27400,36100,38400,34416,27200,26300,8000,11200,13000,9000,16400,13800,13500,12300,13800,13800,15300,,,0.44,0.46,0.711,0.827,1.015,1.018,1.514,1.9,2.685,2.949,3.099,3.179,4.282,4.523,4.056,4.452,4.616,4.001,3.583,2.653,3.115,2.712,2.732,3.498,4.196,4.774,2.52,2.932,3.639,2.755,2.206,1.64,2.113,2.063,1.784,1.974,2.519,2.596,2.255,1.728,1.62,0.478,0.649,0.732,0.492,0.871,0.712,0.677,0.6,0.655,0.637,0.686,,,9519.917,11014.312,17286.66,18721.435,23561.728,24237.679,37005.599,47642.49,69128.082,83651.474,94312.871,99508.922,124848.545,135684.09,125238.899,141548.364,151128.354,134888.581,134486.084,102391.947,122862.812,109428.088,113137.754,148699.802,183252.672,214430.903,116476.179,139578.46,179115.326,140744.751,115186.989,89775.638,120688.917,130827.581,108526.474,125130.487,164919.909,175237.293,158761.011,126452.363,123628.664,34846.379,40810.254,49647.523,36211.672,65454.069,57119.499,54317.508,51084.221,57119.499,57119.499,63154.778,,,,2666.77,3085.387,4842.431,5244.348,6600.236,6789.587,10366.204,13345.867,19364.525,23432.894,26419.421,27874.967,34973.236,38008.547,35082.584,39651.278,42334.876,37785.705,37672.955,28682.575,34416.982,30653.576,31692.747,41654.577,51333.71,60067.521,32627.925,39099.458,50174.735,39426.166,32266.79,25148.428,33808.019,36648.116,30401.011,35052.215,46198.239,49088.4,44472.976,35422.506,34631.517,9761.352,11431.985,13907.527,10143.806,18335.341,16000.617,15215.708,14309.983,16000.617,16000.617,17691.251,,,,1.822,2.058,3.15,3.328,4.084,4.096,6.094,7.644,10.801,12.721,13.952,14.314,17.456,18.435,16.531,18.147,18.816,16.313,15.807,11.706,13.677,11.867,11.957,15.308,18.36,20.892,11.027,12.831,15.984,12.19,9.681,7.32,9.545,10.033,8.067,9.013,11.51,11.848,10.402,8.031,7.614,2.082,2.366,2.795,1.98,3.477,2.949,2.726,2.492,2.71,2.635,2.833,,,,0.51,0.576,0.883,0.932,1.144,1.147,1.707,2.141,3.026,3.563,3.908,4.01,4.89,5.164,4.631,5.083,5.271,4.57,4.428,3.279,3.831,3.324,3.349,4.288,5.143,5.852,3.089,3.594,4.477,3.415,2.712,2.051,2.674,2.81,2.26,2.525,3.224,3.319,2.914,2.25,2.133,0.583,0.663,0.783,0.555,0.974,0.826,0.764,0.698,0.759,0.738,0.794,,,,62932,62932,61465.8,59999.6,58533.4,57067.2,55601,54236.2,52871.4,51506.6,50141.8,48777,47517.8,46258.6,44999.4,43740.2,42481,41424,40367,39310,38253,37196,36275.2,35354.4,34433.6,33512.8,32592,31702,30812,29922,29032,28142,27334,26526,25718,24910,24102,23406.6,22711.2,22015.8,21320.4,20625,20051.2,19477.4,18903.6,18329.8,17756,17278.4,16800.8,16323.2,15845.6,15368
"Malawi",130,454,-13.5,34,11018,17265,9565,12954,20286,12819,11872,11492,17883,21342,22094,21726,16043,21266,20088,20061,25306,28616,32195,21465,30174,20543,12215,30316,42878,33698,19490,27200,32600,30700,39800,12600,42200,15700,63200,76800,41900,33900,48267,33808,34900,37000,37200,49450,47000,55100,58000,68500,67000,26900,48500,223000,,,3.055,4.674,2.528,3.341,5.105,3.147,2.842,2.681,4.062,4.711,4.735,4.515,3.23,4.145,3.79,3.661,4.465,4.882,5.319,3.442,4.712,3.132,1.815,4.357,5.902,4.395,2.391,3.143,3.58,3.25,4.121,1.291,4.306,1.594,6.343,7.564,4.027,3.168,4.383,2.986,3.003,3.102,3.039,3.934,3.636,4.14,4.229,4.845,4.598,1.792,3.138,14.02,,,61654.33,104439.292,58144.271,75183.986,122042.483,77544.586,71812.005,69521.306,108177.692,129101.846,133654.834,131424.735,97051.176,128646.104,108603.372,107325.012,135620.002,154655.683,173991.749,115997.92,163069.202,111024.042,66017.711,163852.253,231745.227,182124.517,105337.65,146953.278,176022.036,166127.184,214780.379,67827.101,228099.48,84980.982,341943.954,415420.593,226284.722,183486.332,260935.28,185695.405,190334.829,195844.378,198652.828,277151.607,264329.353,304935.092,334866.99,386393.911,365330.534,149934.357,267408.345,1237066.877,,,,,0.001,,0.001,0.001,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,,0.002,0.001,0.002,0.003,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.001,0.002,0.008,,,,17.093,28.273,15.366,19.392,30.71,19.034,17.192,16.221,24.569,28.499,28.644,27.312,19.539,25.077,20.491,19.588,23.927,26.383,28.745,18.598,25.464,16.927,9.808,23.549,31.899,23.751,12.925,16.979,19.332,17.585,22.239,6.95,23.273,8.626,34.318,40.916,21.75,17.148,23.693,16.403,16.376,16.42,16.231,22.05,20.451,22.914,24.418,27.33,25.069,9.986,17.299,77.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678,4678,4569.6,4461.2,4352.8,4244.4,4136,4026.8,3917.6,3808.4,3699.2,3590,3481.6,3373.2,3264.8,3156.4,3048,2964.6,2881.2,2797.8,2714.4,2631,2530,2429,2328,2227,2126,2057.8,1989.6,1921.4,1853.2,1785,1763,1741,1719,1697,1675,1632,1589,1546,1503,1460,1422.4,1384.8,1347.2,1309.6,1272,1235.2,1198.4,1161.6,1124.8,1088
"Malaysia",131,458,4.210484,101.975766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66590,66590,64743.6,62897.2,61050.8,59204.4,57358,56007.6,54657.2,53306.8,51956.4,50606,49482.6,48359.2,47235.8,46112.4,44989,43968,42947,41926,40905,39884,38852.4,37820.8,36789.2,35757.6,34726,33821.2,32916.4,32011.6,31106.8,30202,29487.4,28772.8,28058.2,27343.6,26629,26035,25441,24847,24253,23659,23215.4,22771.8,22328.2,21884.6,21441,21108.8,20776.6,20444.4,20112.2,19780
